Province,District,Sector,School_Name,Year,Male_Dropout_Percentage,Female_Dropout_Percentage,Overall_Dropout_Percentage,Completion_Male,Completion_Female,Completion_Total,Reenrollment_Rate,Attendance_Rate,Avg_Household_Income_RWF,Teacher_Student_Ratio,Latitude,Longitude
Southern,Ruhango,Sector-2,New Vision,2012,16.67,25.5,21.08,71.57,68.95,70.26,4.99,96.6,403391,1:38,-1.89563,30.46297
Southern,Ruhango,Sector-3,GS Akumunigo,2013,16.88,8.96,12.92,95.08,60.76,77.92,16.57,95.37,440414,1:38,-1.89563,30.46297
Southern,Ruhango,Sector-6,GS Nyacyina,2014,21.67,21.2,21.44,66.22,61.69,63.96,16.41,68.44,159807,1:38,-1.89563,30.46297
Southern,Ruhango,Sector-3,GS Rutongo,2015,13.78,4.84,9.31,69.11,80.97,75.04,19.95,78.18,262793,1:38,-1.89563,30.46297
Southern,Ruhango,Sector-3,GS Ruramira,2016,6.54,14.33,10.44,71.55,65.22,68.39,17.74,67.92,178537,1:38,-1.89563,30.46297
Southern,Ruhango,Sector-9,GS Ruramira,2017,13.18,15.41,14.29,95.85,88.81,92.33,15.94,65.22,582551,1:38,-1.89563,30.46297
Southern,Ruhango,Sector-4,GS Rwamagana,2018,22.0,21.02,21.51,67.03,90.25,78.64,6.71,62.1,439298,1:38,-1.89563,30.46297
Southern,Ruhango,Sector-2,GS Ruramira,2019,3.23,7.81,5.52,91.51,97.41,94.46,18.53,72.18,578928,1:38,-1.89563,30.46297
Southern,Ruhango,Sector-6,GS Nyacyina,2020,13.17,2.47,7.82,51.97,78.7,65.33,15.63,75.72,477844,1:38,-1.89563,30.46297
Southern,Ruhango,Sector-2,King David,2021,10.1,8.19,9.14,84.89,68.21,76.55,1.24,82.65,236949,1:38,-1.89563,30.46297
Southern,Ruhango,Sector-8,GS Mubuga,2022,16.53,17.42,16.97,87.57,56.6,72.09,1.86,80.53,579806,1:38,-1.89563,30.46297
Southern,Ruhango,Sector-5,GS Kinteko,2023,12.9,5.74,9.32,61.09,65.88,63.48,1.8,70.38,387239,1:38,-1.89563,30.46297
Southern,Ruhango,Sector-7,King David,2024,6.6,2.47,4.54,81.32,64.37,72.84,1.03,71.19,482733,1:38,-1.89563,30.46297
Southern,Gisagara,Sector-7,New Vision,2010,15.05,21.12,18.08,77.64,60.81,69.23,3.08,68.34,122692,1:32,-1.91344,29.88421
Southern,Gisagara,Sector-6,GS Rukomo,2011,5.33,8.78,7.05,68.05,70.42,69.24,0.69,87.19,270948,1:32,-1.91344,29.88421
Southern,Gisagara,Sector-4,GS Ruheru,2012,12.37,21.22,16.79,59.67,82.08,70.87,17.91,70.39,528565,1:32,-1.91344,29.88421
Southern,Gisagara,Sector-4,GS Rwamagana,2013,9.62,7.67,8.65,70.57,62.03,66.3,13.46,86.9,163928,1:32,-1.91344,29.88421
Southern,Gisagara,Sector-4,GS Ruheru,2014,24.91,12.51,18.71,57.82,86.9,72.36,5.41,74.42,126553,1:32,-1.91344,29.88421
Southern,Gisagara,Sector-9,GS Akumunigo,2015,3.36,29.78,16.57,57.81,99.42,78.62,10.14,99.09,440130,1:32,-1.91344,29.88421
Southern,Gisagara,Sector-8,GS Agataramo,2016,19.5,29.57,24.53,88.4,71.72,80.06,11.28,77.86,462811,1:32,-1.91344,29.88421
Southern,Gisagara,Sector-5,GS Gahanga I,2017,25.67,6.84,16.26,96.72,84.45,90.59,15.59,92.93,264726,1:32,-1.91344,29.88421
Southern,Gisagara,Sector-5,GS Ruramira,2018,1.47,24.73,13.1,52.01,94.5,73.25,15.31,99.68,100320,1:32,-1.91344,29.88421
Southern,Gisagara,Sector-3,GS Mubuga,2019,8.34,26.1,17.22,55.14,56.3,55.72,6.49,99.17,146250,1:32,-1.91344,29.88421
Southern,Gisagara,Sector-4,GS Buye,2020,20.62,18.23,19.43,80.16,84.13,82.14,5.52,83.01,560829,1:32,-1.91344,29.88421
Southern,Gisagara,Sector-6,GS Akumunigo,2021,23.29,7.56,15.43,84.62,61.67,73.14,4.37,85.01,134152,1:32,-1.91344,29.88421
Southern,Gisagara,Sector-2,GS Agataramo,2022,2.74,4.8,3.77,80.3,92.47,86.39,3.67,61.8,187592,1:32,-1.91344,29.88421
Southern,Gisagara,Sector-4,GS Buye,2023,18.23,12.93,15.58,56.32,51.39,53.86,9.65,84.91,300417,1:32,-1.91344,29.88421
Southern,Gisagara,Sector-2,New Vision,2024,23.55,20.51,22.03,86.21,74.63,80.42,1.01,85.34,555224,1:32,-1.91344,29.88421
Southern,Gisagara,Sector-6,GS Rukomo,2010,1.72,11.52,6.62,77.33,91.99,84.66,2.87,65.1,252225,1:58,-1.19731,30.15376
Southern,Gisagara,Sector-1,GS Akumunigo,2011,21.73,9.51,15.62,76.27,84.89,80.58,16.75,96.01,430456,1:58,-1.19731,30.15376
Southern,Gisagara,Sector-4,GS Camp Kigali,2012,18.82,17.85,18.34,62.68,87.82,75.25,6.52,63.27,498276,1:58,-1.19731,30.15376
Southern,Gisagara,Sector-7,New Vision,2013,4.71,13.83,9.27,52.12,84.23,68.18,2.53,96.11,550134,1:58,-1.19731,30.15376
Southern,Gisagara,Sector-4,GS Agataramo,2014,24.59,27.8,26.2,73.03,74.95,73.99,12.9,72.73,529850,1:58,-1.19731,30.15376
Southern,Gisagara,Sector-3,GS Nyacyina,2015,9.36,9.66,9.51,94.56,50.68,72.62,2.96,72.91,252027,1:58,-1.19731,30.15376
Southern,Gisagara,Sector-6,Marie Merci,2016,3.67,24.64,14.16,94.72,91.18,92.95,16.25,95.95,148924,1:58,-1.19731,30.15376
Southern,Gisagara,Sector-4,GS Kimironko II,2017,12.14,20.32,16.23,99.44,61.29,80.36,2.76,75.6,387360,1:58,-1.19731,30.15376
Southern,Gisagara,Sector-3,King David,2018,3.35,25.06,14.21,98.84,70.24,84.54,17.83,63.51,168111,1:58,-1.19731,30.15376
Southern,Gisagara,Sector-6,GS Rutongo,2019,14.45,10.28,12.37,73.82,65.92,69.87,11.85,79.56,354803,1:58,-1.19731,30.15376
Southern,Gisagara,Sector-4,GS Rwamagana,2020,21.14,11.58,16.36,86.93,83.33,85.13,15.07,64.78,147315,1:58,-1.19731,30.15376
Southern,Gisagara,Sector-9,GS Akumunigo,2021,26.31,15.5,20.91,86.51,80.96,83.74,5.69,67.47,335707,1:58,-1.19731,30.15376
Southern,Gisagara,Sector-3,GS Buye,2022,13.85,18.9,16.37,92.5,59.81,76.16,9.57,65.02,533961,1:58,-1.19731,30.15376
Southern,Gisagara,Sector-7,GS Migongo,2023,17.98,16.7,17.34,54.3,52.85,53.58,4.67,64.22,170411,1:58,-1.19731,30.15376
Southern,Gisagara,Sector-4,GS Rutongo,2024,19.5,24.78,22.14,52.08,74.91,63.49,6.16,87.57,592461,1:58,-1.19731,30.15376
Southern,Gisagara,Sector-9,New Vision,2010,16.8,4.93,10.87,94.68,53.73,74.21,14.01,96.31,553955,1:37,-1.69545,30.79587
Southern,Gisagara,Sector-9,GS Gahanga I,2011,23.34,10.78,17.06,97.08,76.49,86.78,19.5,89.3,252271,1:37,-1.69545,30.79587
Southern,Gisagara,Sector-6,GS Rwanyanza,2012,25.16,9.79,17.48,98.33,81.41,89.87,11.01,97.23,442022,1:37,-1.69545,30.79587
Southern,Gisagara,Sector-3,GS Kinteko,2013,23.91,10.22,17.07,78.99,67.28,73.13,1.53,92.63,328892,1:37,-1.69545,30.79587
Southern,Gisagara,Sector-8,GS Agataramo,2014,5.82,2.77,4.29,74.97,55.32,65.14,19.72,64.57,135315,1:37,-1.69545,30.79587
Southern,Gisagara,Sector-7,King David,2015,1.01,18.81,9.91,80.82,72.87,76.85,8.3,75.88,361439,1:37,-1.69545,30.79587
Southern,Gisagara,Sector-2,GS Matara,2016,22.18,4.93,13.55,59.88,59.03,59.45,8.03,70.5,580751,1:37,-1.69545,30.79587
Southern,Gisagara,Sector-6,GS Agataramo,2017,10.8,4.68,7.74,69.59,58.13,63.86,1.17,89.37,489546,1:37,-1.69545,30.79587
Southern,Gisagara,Sector-4,GS Rwanyanza,2018,17.02,18.26,17.64,93.6,78.85,86.22,10.81,73.82,243314,1:37,-1.69545,30.79587
Southern,Gisagara,Sector-3,GS Buye,2019,3.3,17.41,10.35,95.4,69.82,82.61,3.03,71.85,258223,1:37,-1.69545,30.79587
Southern,Gisagara,Sector-9,GS Akumunigo,2020,13.55,18.27,15.91,54.03,96.98,75.5,16.57,90.21,426694,1:37,-1.69545,30.79587
Southern,Gisagara,Sector-7,GS Rukomo,2021,3.33,14.83,9.08,81.5,91.43,86.47,13.57,91.34,493908,1:37,-1.69545,30.79587
Southern,Gisagara,Sector-6,GS Buye,2022,10.37,29.64,20.01,66.28,69.71,68.0,9.39,84.13,308535,1:37,-1.69545,30.79587
Southern,Gisagara,Sector-6,GS Cyahafi,2023,13.26,29.87,21.57,50.52,94.75,72.64,12.36,65.97,257195,1:37,-1.69545,30.79587
Southern,Gisagara,Sector-2,Mater Dei,2024,10.91,26.34,18.63,50.65,61.33,55.99,12.88,82.68,537364,1:37,-1.69545,30.79587
Southern,Gisagara,Sector-4,Mater Dei,2010,6.49,14.32,10.4,87.61,95.28,91.44,3.99,93.41,574718,1:32,-2.11429,29.10913
Southern,Gisagara,Sector-9,King David,2011,8.67,15.6,12.14,53.41,60.91,57.16,8.91,97.42,322633,1:32,-2.11429,29.10913
Southern,Gisagara,Sector-7,King David,2012,1.42,8.17,4.8,93.31,58.23,75.77,9.57,76.6,309074,1:32,-2.11429,29.10913
Southern,Gisagara,Sector-7,GS Camp Kigali,2013,1.61,24.77,13.19,91.24,89.39,90.31,7.48,71.33,439386,1:32,-2.11429,29.10913
Southern,Gisagara,Sector-6,GS Rwanyanza,2014,19.13,1.36,10.25,57.15,87.11,72.13,7.7,69.77,566978,1:32,-2.11429,29.10913
Southern,Gisagara,Sector-4,GS Akumunigo,2015,25.79,28.62,27.2,94.18,63.53,78.85,0.15,67.77,399182,1:32,-2.11429,29.10913
Southern,Gisagara,Sector-5,GS Rukomo,2016,1.75,17.05,9.4,76.02,99.73,87.88,0.97,68.07,303085,1:32,-2.11429,29.10913
Southern,Gisagara,Sector-8,GS Kinteko,2017,3.84,2.28,3.06,59.26,77.06,68.16,5.93,85.82,327328,1:32,-2.11429,29.10913
Southern,Gisagara,Sector-9,GS Camp Kigali,2018,3.24,5.93,4.58,56.35,56.16,56.26,1.18,80.74,354371,1:32,-2.11429,29.10913
Southern,Gisagara,Sector-2,GS Ruheru,2019,21.03,22.13,21.58,52.35,96.4,74.38,13.45,63.65,150971,1:32,-2.11429,29.10913
Southern,Gisagara,Sector-4,GS Rwanyanza,2020,5.93,2.61,4.27,66.56,88.3,77.43,11.59,76.55,180863,1:32,-2.11429,29.10913
Southern,Gisagara,Sector-7,GS Matara,2021,1.64,29.67,15.66,52.07,98.39,75.23,7.86,81.99,204215,1:32,-2.11429,29.10913
Southern,Gisagara,Sector-2,GS Kinteko,2022,7.87,3.81,5.84,58.95,89.88,74.41,6.64,87.1,331414,1:32,-2.11429,29.10913
Southern,Gisagara,Sector-5,Mater Dei,2023,23.67,13.67,18.67,81.39,82.37,81.88,13.75,93.75,502406,1:32,-2.11429,29.10913
Southern,Gisagara,Sector-7,GS Mweya,2024,28.89,22.18,25.53,74.49,81.54,78.01,0.33,89.59,500085,1:32,-2.11429,29.10913
Southern,Gisagara,Sector-5,GS Kimironko II,2010,13.18,17.77,15.48,91.63,90.21,90.92,13.84,94.66,301904,1:57,-2.44941,30.62094
Southern,Gisagara,Sector-6,GS Camp Kigali,2011,5.06,13.06,9.06,77.43,70.14,73.78,2.7,80.78,384981,1:57,-2.44941,30.62094
Southern,Gisagara,Sector-8,GS Nyacyina,2012,20.59,12.48,16.54,56.65,57.94,57.29,2.55,97.97,464628,1:57,-2.44941,30.62094
Southern,Gisagara,Sector-2,GS Cyahafi,2013,12.86,11.28,12.07,65.14,86.54,75.84,11.51,88.03,232447,1:57,-2.44941,30.62094
Southern,Gisagara,Sector-8,GS Nyacyina,2014,5.68,14.68,10.18,77.67,78.51,78.09,5.09,68.4,460306,1:57,-2.44941,30.62094
Southern,Gisagara,Sector-5,GS Kinteko,2015,14.72,2.26,8.49,84.97,66.53,75.75,14.7,89.79,312792,1:57,-2.44941,30.62094
Southern,Gisagara,Sector-9,GS Rwamagana,2016,18.69,15.16,16.93,56.66,63.07,59.86,3.66,76.76,341040,1:57,-2.44941,30.62094
Southern,Gisagara,Sector-2,King David,2017,10.25,13.05,11.65,95.4,62.13,78.76,18.83,63.65,469738,1:57,-2.44941,30.62094
Southern,Gisagara,Sector-8,GS Buye,2018,6.06,14.68,10.37,54.57,81.28,67.93,10.43,82.02,172572,1:57,-2.44941,30.62094
Southern,Gisagara,Sector-2,GS Matara,2019,27.0,6.69,16.85,51.13,93.08,72.11,12.54,83.08,243704,1:57,-2.44941,30.62094
Southern,Gisagara,Sector-2,Mater Dei,2020,24.44,18.74,21.59,64.79,62.79,63.79,3.62,73.1,399488,1:57,-2.44941,30.62094
Southern,Gisagara,Sector-9,GS Rwanyanza,2021,23.93,12.16,18.04,71.8,79.7,75.75,1.63,83.59,598757,1:57,-2.44941,30.62094
Southern,Gisagara,Sector-9,King David,2022,3.55,5.98,4.76,75.9,60.7,68.3,12.1,71.33,290195,1:57,-2.44941,30.62094
Southern,Gisagara,Sector-3,New Vision,2023,12.24,26.04,19.14,65.44,64.68,65.06,11.15,70.64,173870,1:57,-2.44941,30.62094
Southern,Gisagara,Sector-9,GS Rwamagana,2024,21.5,20.21,20.86,90.39,94.3,92.34,17.6,92.64,205219,1:57,-2.44941,30.62094
Southern,Nyamagabe,Kibirizi,GS Ruramira,2010,4.99,1.03,3.01,95.16,51.23,73.2,4.78,68.38,112940,1:38,-2.7114,29.46216
Southern,Nyamagabe,Buruhukiro,GS Kimironko II,2011,22.98,23.04,23.01,65.63,70.53,68.08,1.67,68.39,290271,1:38,-2.7114,29.46216
Southern,Nyamagabe,Gasaka,GS Migongo,2012,12.19,11.84,12.02,94.31,57.57,75.94,2.61,66.08,387507,1:38,-2.7114,29.46216
Southern,Nyamagabe,Kamegeli,ES Kigoma,2013,20.48,22.15,21.31,78.75,60.34,69.55,8.55,80.18,340313,1:38,-2.7114,29.46216
Southern,Nyamagabe,Kibirizi,GS Rutongo,2014,19.71,22.61,21.16,61.61,70.27,65.94,16.5,70.77,199694,1:38,-2.7114,29.46216
Southern,Nyamagabe,Uwinkingi,Mater Dei,2015,24.06,10.39,17.22,88.26,57.16,72.71,0.51,86.31,482563,1:38,-2.7114,29.46216
Southern,Nyamagabe,Mbazi,GS Agataramo,2016,23.85,27.19,25.52,63.37,90.62,77.0,9.71,63.3,591087,1:38,-2.7114,29.46216
Southern,Nyamagabe,Mugano,New Vision,2017,16.83,27.86,22.35,93.57,89.25,91.41,1.95,70.95,424101,1:38,-2.7114,29.46216
Southern,Nyamagabe,Kaduha,GS Cyahafi,2018,25.75,10.52,18.13,52.69,83.47,68.08,6.12,69.25,275486,1:38,-2.7114,29.46216
Southern,Nyamagabe,Mugano,GS Matara,2019,2.85,6.14,4.49,50.26,72.27,61.26,4.71,63.37,252117,1:38,-2.7114,29.46216
Southern,Nyamagabe,Cuanika,King David,2020,28.36,26.27,27.31,64.47,89.16,76.82,11.96,92.13,584972,1:38,-2.7114,29.46216
Southern,Nyamagabe,Mugano,GS Matara,2021,3.38,19.76,11.57,81.25,81.92,81.58,9.51,72.29,359590,1:38,-2.7114,29.46216
Southern,Nyamagabe,Buruhukiro,GS Agataramo,2022,25.62,12.12,18.87,58.41,91.82,75.12,11.56,81.96,567633,1:38,-2.7114,29.46216
Southern,Nyamagabe,Mbazi,GS Kinteko,2023,9.93,14.84,12.38,89.65,99.06,94.36,16.78,97.3,220494,1:38,-2.7114,29.46216
Southern,Nyamagabe,Tare,GS Kimironko II,2024,20.46,21.21,20.84,68.15,93.96,81.06,8.16,89.01,278838,1:38,-2.7114,29.46216
Southern,Nyamagabe,Musange,GS Rwanyanza,2010,11.14,26.01,18.58,61.65,84.76,73.21,2.65,85.19,449132,1:35,-1.20452,29.09439
Southern,Nyamagabe,Gasaka,GS Agataramo,2011,29.35,17.9,23.62,99.77,95.58,97.67,3.43,68.86,141505,1:35,-1.20452,29.09439
Southern,Nyamagabe,Nkomane,GS Gahanga I,2012,5.86,14.42,10.14,51.66,56.09,53.88,7.94,76.63,183981,1:35,-1.20452,29.09439
Southern,Nyamagabe,Tare,GS Kimironko II,2013,14.75,14.09,14.42,93.46,76.5,84.98,16.35,78.72,377948,1:35,-1.20452,29.09439
Southern,Nyamagabe,Tare,GS Matara,2014,26.96,25.74,26.35,83.68,56.87,70.27,18.62,71.07,282774,1:35,-1.20452,29.09439
Southern,Nyamagabe,Kaduha,GS Migongo,2015,20.16,22.64,21.4,65.58,92.28,78.93,1.09,70.38,344159,1:35,-1.20452,29.09439
Southern,Nyamagabe,Mugano,GS Cyahafi,2016,6.92,13.14,10.03,60.98,50.01,55.5,14.85,96.6,131551,1:35,-1.20452,29.09439
Southern,Nyamagabe,Gasaka,GS Cyahafi,2017,5.87,4.49,5.18,53.38,86.2,69.79,2.38,97.15,597760,1:35,-1.20452,29.09439
Southern,Nyamagabe,Kitabi,GS Kimironko II,2018,15.86,11.12,13.49,68.74,81.07,74.9,0.71,88.75,133896,1:35,-1.20452,29.09439
Southern,Nyamagabe,Kaduha,GS Rutongo,2019,29.84,7.75,18.79,52.69,59.49,56.09,16.05,61.56,474796,1:35,-1.20452,29.09439
Southern,Nyamagabe,Musebeya,GS Agataramo,2020,10.9,13.88,12.39,83.78,75.44,79.61,0.2,94.46,395830,1:35,-1.20452,29.09439
Southern,Nyamagabe,Mbazi,GS Gahanga I,2021,23.56,14.36,18.96,99.44,74.16,86.8,4.97,99.48,326599,1:35,-1.20452,29.09439
Southern,Nyamagabe,Musange,GS Rwamagana,2022,16.61,29.77,23.19,92.88,54.87,73.87,2.44,88.25,204186,1:35,-1.20452,29.09439
Southern,Nyamagabe,Mushubi,Mater Dei,2023,1.53,27.22,14.37,53.43,99.59,76.51,10.75,98.06,349200,1:35,-1.20452,29.09439
Southern,Nyamagabe,Gatare,GS Rwanyanza,2024,6.36,13.42,9.89,53.07,61.2,57.13,19.55,74.53,309884,1:35,-1.20452,29.09439
Southern,Nyamagabe,Buruhukiro,New Vision,2010,4.1,28.65,16.37,53.01,64.88,58.95,3.29,71.92,481325,1:39,-1.34584,30.47482
Southern,Nyamagabe,Kamegeli,GS Nyacyina,2011,23.71,4.55,14.13,81.75,56.19,68.97,3.8,62.82,124354,1:39,-1.34584,30.47482
Southern,Nyamagabe,Mbazi,GS Kinteko,2012,24.82,16.79,20.81,53.89,97.77,75.83,0.26,69.88,212564,1:39,-1.34584,30.47482
Southern,Nyamagabe,Kamegeli,GS Agataramo,2013,15.84,23.31,19.58,96.74,95.46,96.1,3.98,92.78,133302,1:39,-1.34584,30.47482
Southern,Nyamagabe,Tare,GS Migongo,2014,9.24,9.38,9.31,68.85,69.67,69.26,14.02,81.78,485350,1:39,-1.34584,30.47482
Southern,Nyamagabe,Kitabi,GS Kimironko II,2015,6.63,13.97,10.3,91.49,82.74,87.11,2.36,76.45,239392,1:39,-1.34584,30.47482
Southern,Nyamagabe,Kibumbwe,GS Ruramira,2016,12.64,24.0,18.32,61.03,59.3,60.16,5.22,98.03,352364,1:39,-1.34584,30.47482
Southern,Nyamagabe,Musange,GS Matara,2017,29.12,22.31,25.71,84.98,92.65,88.81,15.27,64.63,201444,1:39,-1.34584,30.47482
Southern,Nyamagabe,Kibumbwe,GS Akumunigo,2018,4.15,29.46,16.8,69.08,88.76,78.92,3.84,73.7,552686,1:39,-1.34584,30.47482
Southern,Nyamagabe,Kibirizi,GS Kimironko II,2019,5.23,28.2,16.72,95.88,94.37,95.13,16.41,85.02,274673,1:39,-1.34584,30.47482
Southern,Nyamagabe,Kibumbwe,GS Gahanga I,2020,17.29,20.47,18.88,96.32,80.96,88.64,11.04,92.99,485693,1:39,-1.34584,30.47482
Southern,Nyamagabe,Gasaka,GS Akumunigo,2021,8.01,13.35,10.68,98.39,82.89,90.64,11.73,82.58,509291,1:39,-1.34584,30.47482
Southern,Nyamagabe,Kaduha,King David,2022,16.26,23.02,19.64,85.63,59.66,72.65,7.56,78.85,543833,1:39,-1.34584,30.47482
Southern,Nyamagabe,Mushubi,King David,2023,16.0,12.98,14.49,59.97,70.62,65.29,17.07,62.89,539257,1:39,-1.34584,30.47482
Southern,Nyamagabe,Kaduha,GS Akumunigo,2024,22.03,11.45,16.74,54.35,60.11,57.23,10.88,81.82,210957,1:39,-1.34584,30.47482
Southern,Nyamagabe,Cuanika,GS Camp Kigali,2010,8.12,24.56,16.34,67.14,55.57,61.36,14.29,82.82,191229,1:54,-2.38312,30.69785
Southern,Nyamagabe,Gatare,Mater Dei,2011,7.97,13.87,10.92,64.12,54.05,59.08,18.33,95.06,572617,1:54,-2.38312,30.69785
Southern,Nyamagabe,Musange,GS Rwamagana,2012,10.51,11.79,11.15,87.99,66.94,77.47,11.95,98.08,154675,1:54,-2.38312,30.69785
Southern,Nyamagabe,Kaduha,King David,2013,26.55,2.44,14.49,62.85,73.25,68.05,9.75,69.08,137394,1:54,-2.38312,30.69785
Southern,Nyamagabe,Uwinkingi,GS Rutongo,2014,21.05,8.59,14.82,81.21,91.47,86.34,11.38,67.61,556672,1:54,-2.38312,30.69785
Southern,Nyamagabe,Kitabi,GS Ruramira,2015,23.1,24.54,23.82,67.09,71.68,69.39,15.88,93.94,513026,1:54,-2.38312,30.69785
Southern,Nyamagabe,Mbazi,GS Kinteko,2016,28.29,19.07,23.68,87.08,90.25,88.67,1.03,93.8,245213,1:54,-2.38312,30.69785
Southern,Nyamagabe,Kibirizi,Marie Merci,2017,12.65,20.54,16.6,72.52,87.45,79.98,3.73,74.28,532015,1:54,-2.38312,30.69785
Southern,Nyamagabe,Kibirizi,GS Kinteko,2018,22.73,16.83,19.78,60.2,64.6,62.4,4.32,89.94,346060,1:54,-2.38312,30.69785
Southern,Nyamagabe,Kamegeli,GS Matara,2019,29.05,21.74,25.39,97.86,71.36,84.61,14.15,79.0,125739,1:54,-2.38312,30.69785
Southern,Nyamagabe,Mushubi,GS Matara,2020,8.31,13.96,11.13,56.17,60.3,58.24,7.16,60.04,445665,1:54,-2.38312,30.69785
Southern,Nyamagabe,Nkomane,GS Gahanga I,2021,10.68,12.24,11.46,56.92,86.91,71.91,9.85,94.28,598221,1:54,-2.38312,30.69785
Southern,Nyamagabe,Kibumbwe,GS Gahanga I,2022,21.33,25.81,23.57,70.91,65.47,68.19,9.95,97.47,321421,1:54,-2.38312,30.69785
Southern,Nyamagabe,Buruhukiro,GS Matara,2023,6.17,4.14,5.16,92.11,80.71,86.41,11.11,73.03,468615,1:54,-2.38312,30.69785
Southern,Nyamagabe,Gasaka,GS Agataramo,2024,17.93,7.0,12.47,92.57,54.21,73.39,3.31,74.24,471780,1:54,-2.38312,30.69785
Southern,Nyamagabe,Kibumbwe,GS Agataramo,2010,5.08,9.31,7.19,75.9,87.4,81.65,18.57,93.46,579653,1:44,-1.52811,30.0707
Southern,Nyamagabe,Mushubi,Mater Dei,2011,22.42,9.88,16.15,63.25,84.81,74.03,1.06,67.71,372502,1:44,-1.52811,30.0707
Southern,Nyamagabe,Kibirizi,Mater Dei,2012,22.06,4.52,13.29,65.14,76.62,70.88,7.59,82.58,225865,1:44,-1.52811,30.0707
Southern,Nyamagabe,Gatare,GS Gitega,2013,18.9,29.12,24.01,86.38,96.13,91.26,3.84,90.49,281089,1:44,-1.52811,30.0707
Southern,Nyamagabe,Kamegeli,GS Rwamagana,2014,20.33,19.08,19.71,80.12,74.49,77.31,14.56,81.15,494890,1:44,-1.52811,30.0707
Southern,Nyamagabe,Gatare,GS Rukomo,2015,24.58,8.47,16.52,88.72,69.28,79.0,15.0,80.27,289167,1:44,-1.52811,30.0707
Southern,Nyamagabe,Gatare,New Vision,2016,24.35,4.97,14.66,53.49,94.67,74.08,14.49,75.51,262696,1:44,-1.52811,30.0707
Southern,Nyamagabe,Musebeya,ES Kigoma,2017,25.26,26.01,25.63,65.8,92.61,79.21,12.47,61.64,533541,1:44,-1.52811,30.0707
Southern,Nyamagabe,Gasaka,Mater Dei,2018,2.83,10.41,6.62,83.64,66.86,75.25,9.67,67.18,532184,1:44,-1.52811,30.0707
Southern,Nyamagabe,Mugano,GS Mweya,2019,13.45,3.17,8.31,55.31,91.87,73.59,15.37,69.59,151482,1:44,-1.52811,30.0707
Southern,Nyamagabe,Kamegeli,GS Cyahafi,2020,2.8,17.73,10.26,55.96,51.82,53.89,2.36,62.11,347677,1:44,-1.52811,30.0707
Southern,Nyamagabe,Uwinkingi,GS Kinteko,2021,2.31,13.7,8.0,92.2,63.12,77.66,8.98,76.87,123777,1:44,-1.52811,30.0707
Southern,Nyamagabe,Kitabi,GS Mweya,2022,17.75,17.56,17.65,66.62,65.78,66.2,1.99,64.26,525643,1:44,-1.52811,30.0707
Southern,Nyamagabe,Nkomane,GS Camp Kigali,2023,23.23,29.02,26.13,98.5,93.25,95.88,5.7,84.03,357831,1:44,-1.52811,30.0707
Southern,Nyamagabe,Kitabi,GS Ruramira,2024,19.29,14.21,16.75,74.1,87.89,80.99,8.38,71.28,299488,1:44,-1.52811,30.0707
Eastern,Ngoma,Sector-2,Mater Dei,2010,18.7,16.85,17.77,62.49,67.16,64.83,0.32,94.08,160282,1:45,-2.59606,29.34383
Eastern,Ngoma,Sector-8,Mater Dei,2011,28.95,11.93,20.44,80.16,53.99,67.07,6.92,87.32,407481,1:45,-2.59606,29.34383
Eastern,Ngoma,Sector-4,GS Mweya,2012,2.02,22.64,12.33,90.1,58.03,74.07,12.47,81.49,361578,1:45,-2.59606,29.34383
Eastern,Ngoma,Sector-3,GS Ruramira,2013,4.81,9.98,7.39,60.09,95.44,77.77,6.02,90.42,129087,1:45,-2.59606,29.34383
Eastern,Ngoma,Sector-7,GS Gitega,2014,6.34,22.94,14.64,73.71,61.29,67.5,6.52,84.66,317508,1:45,-2.59606,29.34383
Eastern,Ngoma,Sector-4,GS Ruramira,2015,14.59,5.29,9.94,99.23,60.45,79.84,16.77,65.21,287535,1:45,-2.59606,29.34383
Eastern,Ngoma,Sector-9,GS Rutongo,2016,24.45,10.22,17.33,50.44,69.11,59.77,10.77,72.07,286720,1:45,-2.59606,29.34383
Eastern,Ngoma,Sector-7,GS Rutongo,2017,27.48,12.25,19.87,91.48,56.68,74.08,18.83,97.42,445932,1:45,-2.59606,29.34383
Eastern,Ngoma,Sector-9,GS Camp Kigali,2018,20.62,11.54,16.08,96.91,63.78,80.34,15.31,73.29,111831,1:45,-2.59606,29.34383
Eastern,Ngoma,Sector-6,GS Ruramira,2019,27.95,6.94,17.45,89.9,86.93,88.41,5.66,62.55,169202,1:45,-2.59606,29.34383
Eastern,Ngoma,Sector-2,ES Kigoma,2020,9.83,29.51,19.67,82.14,85.88,84.01,16.04,99.06,119403,1:45,-2.59606,29.34383
Eastern,Ngoma,Sector-2,GS Gitega,2021,13.6,26.22,19.91,59.03,97.38,78.21,15.12,68.75,308886,1:45,-2.59606,29.34383
Eastern,Ngoma,Sector-4,New Vision,2022,12.42,18.64,15.53,72.23,87.12,79.67,6.0,69.13,565483,1:45,-2.59606,29.34383
Eastern,Ngoma,Sector-6,GS Agataramo,2023,14.75,5.87,10.31,67.74,70.0,68.87,3.03,62.3,337474,1:45,-2.59606,29.34383
Eastern,Ngoma,Sector-2,New Vision,2024,18.34,20.28,19.31,70.97,85.05,78.01,18.68,76.43,380790,1:45,-2.59606,29.34383
